State_Year,Year,State,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_9_12_G,GRADES_ALL_G,Count
2014_IL,2014,IL,31085621.0,31080869.0,621275.0,2050239.0,60848
2014_IN,2014,IN,12399402.0,11136045.0,316465.0,1046269.0,27718
2014_KS,2014,KS,5813985.0,5957954.0,140324.0,497275.0,11836
2014_KY,2014,KY,7229857.0,7346219.0,196733.0,688640.0,24464
2014_LA,2014,LA,8352703.0,8140649.0,194791.0,716800.0,22402
2014_MA,2014,MA,16609204.0,16518383.0,288934.0,955844.0,100720
2014_MD,2014,MD,13982544.0,13712839.0,254072.0,874514.0,39692
2014_ME,2014,ME,2675648.0,2550302.0,56361.0,182470.0,12184
2014_MI,2014,MI,18457253.0,17358365.0,484956.0,1537922.0,56324
2014_MN,2014,MN,11168633.0,11300786.0,263074.0,857235.0,39082
2014_MO,2014,MO,10256615.0,10324249.0,268921.0,917785.0,35782
2014_MS,2014,MS,4480105.0,4463078.0,134857.0,490917.0,10590
2014_MT,2014,MT,1729712.0,1754324.0,41816.0,144532.0,8572
2014_NC,2014,NC,13462754.0,13540706.0,454963.0,1548895.0,54016
2014_ND,2014,ND,1568997.0,1597210.0,30421.0,106586.0,5794
2014_NE,2014,NE,4005091.0,4008633.0,89964.0,312635.0,14290
2014_NH,2014,NH,3042994.0,2960615.0,58807.0,184670.0,7198
2014_NJ,2014,NJ,28454548.0,27742203.0,401874.0,1400579.0,53540
2014_NM,2014,NM,3601387.0,3576216.0,99260.0,340365.0,14456
2014_NV,2014,NV,4203255.0,4043820.0,134640.0,459189.0,39220
2014_NY,2014,NY,61337112.0,62556193.0,827493.0,2741185.0,356292
2014_OH,2014,OH,23297509.0,21847582.0,519938.0,1724810.0,55688
2014_OK,2014,OK,6034336.0,6026661.0,184170.0,688511.0,20264
2014_OR,2014,OR,6621363.0,6453635.0,179757.0,601318.0,62020
2014_PA,2014,PA,29068069.0,28620630.0,549398.0,1743160.0,70582
2014_RI,2014,RI,2313010.0,2258076.0,42892.0,141959.0,5792
2014_SC,2014,SC,8417698.0,8452743.0,216723.0,756523.0,22726
2014_SD,2014,SD,1345549.0,1355439.0,37301.0,133040.0,4276
2014_TN,2014,TN,9237782.0,9432883.0,288408.0,995475.0,48724
2014_TX,2014,TX,52776853.0,53096761.0,1450441.0,5233765.0,141080
2014_UT,2014,UT,4405929.0,4385896.0,178910.0,635577.0,14646
2014_VA,2014,VA,15347862.0,15690444.0,382598.0,1280381.0,33404
2014_VT,2014,VT,1895044.0,1876197.0,26338.0,87311.0,7608
2014_WA,2014,WA,13040197.0,12806300.0,333318.0,1073638.0,86774
2014_WI,2014,WI,11330253.0,11255186.0,264550.0,871432.0,27356
2014_WY,2014,WY,1772633.0,1775999.0,26732.0,94067.0,3836
2015_AK,2015,AK,2920986.0,2968341.0,38688.0,132477.0,9806
2015_AL,2015,AL,7360222.0,7501799.0,222182.0,743789.0,20338
2015_AR,2015,AR,5308625.0,5350543.0,142242.0,492132.0,14524
2015_AZ,2015,AZ,8230507.0,7902600.0,333579.0,1109040.0,51024
2015_CA,2015,CA,78248042.0,78365958.0,1941009.0,6226737.0,661882
2015_CO,2015,CO,9648297.0,9557682.0,260909.0,899112.0,52620
2015_CT,2015,CT,11099837.0,10542667.0,167056.0,537933.0,19882
2015_DC,2015,DC,1382282.0,1360942.0,18884.0,84024.0,40520
2015_DE,2015,DE,2017075.0,1975093.0,39845.0,134847.0,4684
2015_FL,2015,FL,26971491.0,27277049.0,839773.0,2792234.0,189254
2015_GA,2015,GA,18584666.0,18501103.0,513865.0,1757237.0,69504
2015_HI,2015,HI,2703683.0,2521004.0,50219.0,181995.0,39778
2015_IA,2015,IA,6714410.0,6772654.0,146808.0,508014.0,15328
2015_ID,2015,ID,2167967.0,2029520.0,86334.0,292277.0,10008
2015_IL,2015,IL,32096832.0,32410033.0,619292.0,2041779.0,68584
2015_IN,2015,IN,12456571.0,11378564.0,321313.0,1046757.0,30046
2015_KS,2015,KS,5991731.0,6175724.0,141615.0,495884.0,11740
2015_KY,2015,KY,7548871.0,7554887.0,198820.0,686598.0,22652
2015_LA,2015,LA,8448743.0,8437263.0,198577.0,718711.0,22210
2015_MA,2015,MA,16985185.0,16972319.0,294897.0,964026.0,104206
2015_MD,2015,MD,14491642.0,13882823.0,253096.0,879601.0,45286
2015_ME,2015,ME,2739589.0,2596180.0,56273.0,181613.0,11600
2015_MI,2015,MI,19025996.0,17742903.0,482540.0,1536231.0,53686
2015_MN,2015,MN,11684249.0,11969872.0,265709.0,864384.0,41144
2015_MO,2015,MO,10623391.0,10540353.0,269349.0,919234.0,35066
2015_MS,2015,MS,4592343.0,4624539.0,135375.0,487200.0,9766
2015_MT,2015,MT,1804339.0,1804841.0,41822.0,145319.0,9012
2015_NC,2015,NC,13146934.0,14060699.0,462874.0,1544934.0,53682
2015_ND,2015,ND,1644533.0,1804762.0,30675.0,108644.0,6692
2015_NE,2015,NE,4248695.0,4283846.0,91650.0,316014.0,14036
2015_NH,2015,NH,3093061.0,3044720.0,58107.0,182425.0,7908
2015_NJ,2015,NJ,29335237.0,28809725.0,402208.0,1408845.0,52456
2015_NM,2015,NM,3789651.0,3846641.0,96798.0,335694.0,14944
2015_NV,2015,NV,4345419.0,4183085.0,136906.0,467527.0,48648
2015_NY,2015,NY,63712218.0,65094591.0,820402.0,2711626.0,412672
2015_OH,2015,OH,24378660.0,22561728.0,521595.0,1716585.0,56932
2015_OK,2015,OK,6121188.0,6184819.0,187118.0,692878.0,20358
2015_OR,2015,OR,7111710.0,7011609.0,181598.0,576407.0,78126
2015_PA,2015,PA,29967185.0,29690645.0,540546.0,1717414.0,78154
2015_RI,2015,RI,2367068.0,2326473.0,42871.0,142014.0,5594
2015_SC,2015,SC,8759944.0,8783362.0,220780.0,763533.0,28080
2015_SD,2015,SD,1415149.0,1464781.0,37242.0,134253.0,5498
2015_TN,2015,TN,9455920.0,9562527.0,291841.0,1001235.0,48122
2015_TX,2015,TX,55582029.0,56255791.0,1492452.0,5301477.0,123526
2015_UT,2015,UT,4705084.0,4537962.0,184303.0,647870.0,14450
2015_VA,2015,VA,15857524.0,16113212.0,386781.0,1283590.0,36054
2015_VT,2015,VT,1996795.0,1969415.0,26002.0,87866.0,7604
2015_WA,2015,WA,13709442.0,13630138.0,336808.0,1087030.0,97496
2015_WI,2015,WI,11637376.0,11553677.0,263896.0,867800.0,29836
2015_WY,2015,WY,1962874.0,1942406.0,26914.0,94717.0,4060
2016_AK,2016,AK,2494691.0,2623014.0,38573.0,132737.0,9332
2016_AL,2016,AL,7498567.0,7708845.0,222638.0,744930.0,20100
2016_AR,2016,AR,5401016.0,5434193.0,143085.0,493447.0,13190
2016_AZ,2016,AZ,8503034.0,7987011.0,339195.0,1123137.0,49880
2016_CA,2016,CA,89217262.0,85320133.0,1939323.0,6309138.0,668516
2016_CO,2016,CO,10123271.0,9878524.0,265500.0,905019.0,55552
2016_CT,2016,CT,11419673.0,10826431.0,166275.0,535118.0,18814
2016_DC,2016,DC,1329719.0,1322563.0,19052.0,85850.0,44816
2016_DE,2016,DE,2043577.0,2041952.0,40504.0,136264.0,5074
2016_FL,2016,FL,28125598.0,27945116.0,847781.0,2816791.0,174246
2016_GA,2016,GA,19403453.0,19158388.0,518772.0,1764346.0,64516
2016_HI,2016,HI,3030519.0,2733094.0,50216.0,181550.0,42594
2016_IA,2016,IA,6919477.0,6972412.0,147165.0,509831.0,14774
2016_ID,2016,ID,2266490.0,2100980.0,88576.0,297200.0,11644
2016_IL,2016,IL,32908958.0,33037244.0,618016.0,2026718.0,57524
2016_IN,2016,IN,12732161.0,11535287.0,323736.0,1049547.0,28980
2016_KS,2016,KS,6069563.0,6134836.0,141881.0,494347.0,10008
2016_KY,2016,KY,7745928.0,7786281.0,198579.0,684017.0,20890
2016_LA,2016,LA,8397136.0,8248660.0,200087.0,716293.0,21046
2016_MA,2016,MA,17484704.0,17037880.0,295336.0,964514.0,94740
2016_MD,2016,MD,14409321.0,13992191.0,255781.0,886221.0,39480
2016_ME,2016,ME,2845391.0,2706103.0,55574.0,180512.0,11044
2016_MI,2016,MI,19416061.0,18001445.0,479976.0,1528666.0,46678
2016_MN,2016,MN,12186135.0,12848946.0,267937.0,875021.0,38104
2016_MO,2016,MO,10893231.0,10719882.0,267733.0,915040.0,35318
2016_MS,2016,MS,4755399.0,4631356.0,134814.0,483150.0,8414
2016_MT,2016,MT,1800909.0,1879789.0,42038.0,146375.0,7082
2016_NC,2016,NC,13448045.0,14207389.0,468113.0,1550062.0,47676
2016_ND,2016,ND,1788749.0,1963630.0,30457.0,109706.0,4788
2016_NE,2016,NE,4398811.0,4640422.0,93143.0,319194.0,13562
2016_NH,2016,NH,3150473.0,3124778.0,57280.0,180888.0,7404
2016_NJ,2016,NJ,30012666.0,29665476.0,402880.0,1410421.0,43862
2016_NM,2016,NM,3765069.0,3729397.0,99856.0,336263.0,12930
2016_NV,2016,NV,4482886.0,4374249.0,139723.0,473744.0,39590
2016_NY,2016,NY,66912661.0,68282026.0,818799.0,2729776.0,398450
2016_OH,2016,OH,23766529.0,23352516.0,519785.0,1710143.0,50656
2016_OK,2016,OK,6103728.0,6184152.0,189045.0,693903.0,21908
2016_OR,2016,OR,7418055.0,7501954.0,180509.0,578947.0,75044
2016_PA,2016,PA,31077289.0,30925177.0,543826.0,1727497.0,76154
2016_RI,2016,RI,2401541.0,2358654.0,43279.0,142150.0,5796
2016_SC,2016,SC,9161667.0,9187299.0,223322.0,771250.0,27040
2016_SD,2016,SD,1455737.0,1475864.0,37590.0,136302.0,5138
2016_TN,2016,TN,9585331.0,9680512.0,293535.0,1001562.0,46292
2016_TX,2016,TX,58284155.0,59314884.0,1525178.0,5360849.0,118182
2016_UT,2016,UT,4952923.0,4923657.0,188588.0,659801.0,13386
2016_VA,2016,VA,16259274.0,16497520.0,389330.0,1287026.0,31262
2016_VT,2016,VT,2112365.0,2082696.0,25573.0,88428.0,5762
2016_WA,2016,WA,14964364.0,15253296.0,339349.0,1101711.0,103862
2016_WI,2016,WI,11697466.0,11787535.0,262681.0,864432.0,27656
2016_WY,2016,WY,2044669.0,2034229.0,26924.0,94170.0,4184
